polymer,length_um,morphology
mineral,2.283462264,fragment
mineral,2.863885207,fragment
mineral,2.548662986,fragment
mineral,4.203559271,fragment
organic,2.752310354,fragment
mineral,3.286608347,fragment
mineral,6.207891101,fragment
mineral,8.786786502,fragment
metallic,5.922406258,fragment
mineral,5.07129723,fragment
mineral,2.069191241,fragment
mineral,2.927057612,fragment
mineral,4.054218543,fragment
mineral,2.29743419,fragment
tire wear & asphalt,7.818977678,fragment
mineral,2.545833221,fragment
mineral,15.85757011,fragment
mineral,3.401300356,fragment
mineral,12.38635318,fragment
mineral,6.710634338,fragment
mineral,4.208457204,fragment
tire wear & asphalt,7.48880656,fragment
mineral,13.81481424,fragment
organic,4.636321294,fragment
mineral,2.60747138,fragment
tire wear & asphalt,3.312516904,fragment
mineral,5.712528822,fragment
mineral,5.409146311,fragment
mineral,2.071953842,fragment
tire wear & asphalt,2.424775451,fragment
mineral,2.837229709,fragment
mineral,3.34358015,fragment
mineral,5.126442384,fragment
mineral,5.119657968,fragment
tire wear & asphalt,2.93662694,fragment
mineral,5.294087331,fragment
mineral,4.296513699,fragment
mineral,4.400507985,fragment
mineral,2.712577137,fragment
mineral,14.45765114,fragment
mineral,7.083799451,fragment
mineral,4.452806843,fragment
mineral,8.149748376,fragment
mineral,12.11308265,fragment
tire wear & asphalt,5.118527803,fragment
mineral,2.594898703,fragment
mineral,3.649903321,fragment
mineral,7.287336766,fragment
mineral,4.00579927,fragment
tire wear & asphalt,3.315026376,fragment
mineral,2.389860452,fragment
mineral,4.655647795,fragment
mineral,8.515656794,fragment
mineral,11.23901604,fragment
mineral,2.964872389,fragment
mineral,6.982747792,fragment
mineral,2.890238689,fragment
mineral,2.547402073,fragment
mineral,5.968126074,fragment
mineral,2.117046376,fragment
mineral,2.864780998,fragment
tire wear & asphalt,14.62207027,fragment
mineral,3.213545068,fragment
mineral,8.416050269,fragment
mineral,2.782210797,fragment
mineral,9.94219693,fragment
mineral,2.093746373,fragment
mineral,16.09989589,fragment
mineral,2.990689056,fragment
mineral,11.79213854,fragment
mineral,11.059984,fragment
mineral,2.708948014,fragment
mineral,4.942305281,fragment
mineral,2.617281026,fragment
mineral,2.509689008,fragment
mineral,3.725360737,fragment
mineral,2.499694219,fragment
tire wear & asphalt,5.701472388,fragment
mineral,2.84490265,fragment
mineral,2.705404669,fragment
mineral,10.80870159,fragment
mineral,7.352473087,fragment
mineral,7.807905163,fragment
mineral,4.481750159,fragment
mineral,3.082153741,fragment
mineral,8.692833103,fragment
mineral,7.224028582,fragment
mineral,2.500703483,fragment
mineral,9.706180464,fragment
mineral,2.694719766,fragment
mineral,2.506263838,fragment
mineral,6.223909839,fragment
mineral,6.533277634,fragment
mineral,3.323211093,fragment
mineral,5.562492829,fragment
mineral,8.765164418,fragment
mineral,3.883410161,fragment
mineral,2.330551956,fragment
mineral,2.249002416,fragment
mineral,2.816697416,fragment
mineral,2.516193552,fragment
mineral,5.784309212,fragment
mineral,11.97968785,fragment
paint,2.943814117,film
mineral,10.07563184,fragment
mineral,18.74268182,fragment
mineral,2.636988739,fragment
mineral,2.926395728,fragment
tire wear & asphalt,3.048985482,fragment
mineral,2.470760608,fragment
tire wear & asphalt,9.724589596,fragment
mineral,3.706064011,fragment
mineral,9.106655425,fragment
tire wear & asphalt,2.569310107,fragment
mineral,9.590651523,fragment
mineral,4.262624397,fragment
tire wear & asphalt,2.221995947,fragment
tire wear & asphalt,5.238728658,fragment
tire wear & asphalt,9.764226199,fragment
mineral,10.06467754,fragment
mineral,2.616050188,fragment
mineral,2.616931665,fragment
mineral,6.624149456,fragment
mineral,4.438204039,fragment
mineral,6.234154703,fragment
mineral,3.232078177,fragment
tire wear & asphalt,2.62253846,fragment
mineral,15.46041108,fragment
mineral,8.235289358,fragment
mineral,9.073154241,fragment
mineral,7.190507712,fragment
mineral,4.689177447,fragment
mineral,2.293778906,fragment
tire wear & asphalt,9.231732988,fragment
mineral,2.141470221,fragment
mineral,5.356792249,fragment
tire wear & asphalt,6.358849822,fragment
mineral,10.87437532,fragment
mineral,5.153740919,fragment
mineral,3.553154452,fragment
mineral,2.56441794,fragment
mineral,9.094562095,fragment
tire wear & asphalt,2.208144952,fragment
mineral,7.678173355,fragment
tire wear & asphalt,2.077566118,fragment
mineral,4.186224164,fragment
mineral,9.794279258,fragment
mineral,9.6523813,fragment
mineral,6.285804559,fragment
mineral,19.25201655,fragment
tire wear & asphalt,2.724860566,fragment
mineral,2.33480274,fragment
mineral,5.464651328,fragment
mineral,2.395157078,fragment
mineral,4.594742276,fragment
mineral,14.87407778,fragment
mineral,14.13756818,fragment
mineral,6.801058956,fragment
mineral,16.74742655,fragment
mineral,12.54547716,fragment
mineral,3.867338368,fragment
mineral,11.83825554,fragment
tire wear & asphalt,4.281581169,fragment
mineral,10.42548386,fragment
mineral,2.182028632,fragment
tire wear & asphalt,2.04723615,fragment
mineral,3.113944868,fragment
mineral,2.722517124,fragment
mineral,19.48436377,fragment
tire wear & asphalt,9.89269275,fragment
mineral,6.829955393,fragment
mineral,3.015498497,fragment
mineral,4.654515589,fragment
mineral,9.116811476,fragment
mineral,11.6357828,fragment
tire wear & asphalt,12.50149116,fragment
mineral,4.300093233,fragment
mineral,5.10148634,fragment
mineral,7.199973211,fragment
mineral,3.149020743,fragment
tire wear & asphalt,7.773000678,fragment
mineral,10.26317175,fragment
mineral,2.12975365,fragment
mineral,6.875820312,fragment
organic,13.70358872,fragment
mineral,2.527303018,fragment
mineral,3.707354704,fragment
tire wear & asphalt,2.985645733,fragment
mineral,5.213842407,fragment
mineral,6.4827555,fragment
tire wear & asphalt,6.851241744,fragment
mineral,8.529552507,fragment
mineral,2.199658946,fragment
mineral,4.531771571,fragment
mineral,3.106119426,fragment
tire wear & asphalt,5.561568773,fragment
mineral,2.716046459,fragment
mineral,2.943258524,fragment
mineral,4.224006012,fragment
mineral,3.440556731,fragment
mineral,2.557701439,fragment
mineral,17.07718959,fragment
mineral,3.153897651,fragment
mineral,5.611976851,fragment
mineral,4.314489696,fragment
mineral,4.649948739,fragment
tire wear & asphalt,2.151632495,fragment
mineral,14.93205512,fragment
mineral,7.191491656,fragment
tire wear & asphalt,3.523647844,fragment
mineral,5.250390491,fragment
mineral,13.82765332,fragment
mineral,3.306889844,fragment
mineral,2.226009678,fragment
tire wear & asphalt,6.65030428,fragment
mineral,4.188025526,fragment
mineral,11.40237169,fragment
mineral,9.651813334,fragment
mineral,2.291243717,fragment
organic,10.56604774,fragment
mineral,2.466140643,fragment
mineral,6.785059696,fragment
mineral,3.244372174,fragment
mineral,6.723959154,fragment
paint,19.83317321,film
tire wear & asphalt,3.847648734,fragment
tire wear & asphalt,9.000419833,fragment
mineral,2.337352743,fragment
mineral,3.630244001,fragment
mineral,3.525966183,fragment
tire wear & asphalt,2.936919127,fragment
mineral,3.108240095,fragment
mineral,2.149194594,fragment
mineral,4.555530156,fragment
mineral,2.418868044,fragment
metallic,8.389346154,fragment
mineral,5.382826215,fragment
mineral,3.565020348,fragment
mineral,3.575391333,fragment
mineral,2.401911245,fragment
mineral,2.094515656,fragment
mineral,3.572320406,fragment
mineral,7.98921664,fragment
mineral,3.030437463,fragment
mineral,6.639831352,fragment
mineral,9.445787265,fragment
mineral,8.801436044,fragment
mineral,6.562593322,fragment
mineral,6.499385419,fragment
mineral,14.85367365,fragment
mineral,2.277864368,fragment
mineral,2.783998584,fragment
mineral,9.329570005,fragment
mineral,5.618302788,fragment
mineral,5.761526936,fragment
mineral,3.450049785,fragment
mineral,2.247773083,fragment
tire wear & asphalt,5.030808956,fragment
mineral,2.427994473,fragment
mineral,11.26076609,fragment
mineral,3.64173643,fragment
mineral,8.112612263,fragment
mineral,2.343751889,fragment
mineral,4.080856871,fragment
mineral,3.230292993,fragment
mineral,4.86657508,fragment
mineral,7.354686776,fragment
mineral,17.21263434,fragment
mineral,16.69837992,fragment
mineral,3.126774981,fragment
mineral,6.2867596,fragment
mineral,3.028136305,fragment
mineral,3.862934086,fragment
mineral,3.934283345,fragment
mineral,2.068705848,fragment
mineral,10.08781573,fragment
tire wear & asphalt,7.457223033,fragment
mineral,2.338277328,fragment
mineral,3.991248544,fragment
tire wear & asphalt,4.379740943,fragment
mineral,3.009478193,fragment
tire wear & asphalt,5.427256308,fragment
mineral,4.859007434,fragment
mineral,4.609576937,fragment
tire wear & asphalt,4.502433642,fragment
mineral,5.791807689,fragment
mineral,2.077650165,fragment
mineral,3.074467857,fragment
mineral,6.259766759,fragment
mineral,3.696472942,fragment
mineral,2.611973077,fragment
mineral,3.903733789,fragment
mineral,3.343883922,fragment
mineral,10.08417081,fragment
mineral,2.337434449,fragment
mineral,3.822667681,fragment
mineral,2.11334976,fragment
mineral,3.435531945,fragment
mineral,2.857152378,fragment
paint,3.110752118,film
mineral,2.195867348,fragment
mineral,7.657996375,fragment
mineral,2.546218262,fragment
mineral,5.726160098,fragment
mineral,10.63406054,fragment
mineral,4.863301767,fragment
mineral,9.159073965,fragment
mineral,9.888025642,fragment
mineral,6.22609287,fragment
mineral,6.35729213,fragment
mineral,3.5841964,fragment
tire wear & asphalt,4.963851943,fragment
mineral,4.30249938,fragment
mineral,14.01029304,fragment
mineral,3.97340571,fragment
mineral,13.23009649,fragment
mineral,2.259448423,fragment
mineral,4.157446266,fragment
mineral,8.214139881,fragment
mineral,3.273770523,fragment
tire wear & asphalt,3.135508431,fragment
tire wear & asphalt,3.296760942,fragment
mineral,5.416034304,fragment
mineral,2.730421274,fragment
mineral,14.66038074,fragment
mineral,4.453316222,fragment
mineral,2.54357044,fragment
mineral,2.510968388,fragment
mineral,2.691123058,fragment
tire wear & asphalt,19.73259239,fragment
mineral,4.77197908,fragment
mineral,5.958329581,fragment
mineral,16.07637796,fragment
mineral,4.402915616,fragment
mineral,9.319086731,fragment
mineral,4.215073185,fragment
tire wear & asphalt,2.972327419,fragment
mineral,3.923010796,fragment
mineral,13.22651207,fragment
mineral,2.902554954,fragment
tire wear & asphalt,2.008069025,fragment
metallic,4.659037955,fragment
mineral,2.260729451,fragment
mineral,2.481793143,fragment
mineral,17.86338791,fragment
mineral,11.20829883,fragment
mineral,5.588519977,fragment
mineral,13.55814799,fragment
mineral,12.06586683,fragment
mineral,18.5515596,fragment
tire wear & asphalt,2.665115688,fragment
mineral,4.177782603,fragment
mineral,3.309682782,fragment
mineral,2.043862832,fragment
mineral,16.03136915,fragment
mineral,8.948117926,fragment
mineral,7.82898176,fragment
mineral,2.812857091,fragment
mineral,14.6142032,fragment
mineral,11.68494861,fragment
tire wear & asphalt,5.56432428,fragment
mineral,3.601537726,fragment
mineral,2.942621083,fragment
mineral,2.223669011,fragment
mineral,4.008354239,fragment
mineral,13.07680748,fragment
mineral,5.839952238,fragment
mineral,3.375951894,fragment
mineral,10.05308411,fragment
mineral,2.26475611,fragment
mineral,5.086892378,fragment
mineral,3.32075437,fragment
mineral,5.406004113,fragment
mineral,15.1671371,fragment
mineral,2.830180896,fragment
mineral,3.732876103,fragment
tire wear & asphalt,6.641497788,fragment
mineral,4.054760245,fragment
mineral,13.30301389,fragment
mineral,4.635934572,fragment
mineral,3.571121399,fragment
mineral,4.006188045,fragment
mineral,2.695527388,fragment
mineral,3.44251687,fragment
mineral,2.159203332,fragment
mineral,18.89812891,fragment
mineral,2.751824033,fragment
mineral,2.191142297,fragment
mineral,5.038816985,fragment
tire wear & asphalt,6.301773395,fragment
mineral,12.65170627,fragment
mineral,3.640558637,fragment
mineral,2.261042481,fragment
mineral,8.215483006,fragment
mineral,5.985456814,fragment
mineral,12.29442502,fragment
mineral,19.8290139,fragment
mineral,13.2627547,fragment
mineral,16.62201572,fragment
tire wear & asphalt,6.088235824,fragment
mineral,3.081702921,fragment
mineral,11.74940321,fragment
mineral,4.234880544,fragment
tire wear & asphalt,7.414636254,fragment
tire wear & asphalt,5.193483839,fragment
mineral,4.38228605,fragment
mineral,2.565087789,fragment
mineral,12.11078497,fragment
mineral,3.79961663,fragment
mineral,3.718793588,fragment
mineral,4.391867648,fragment
tire wear & asphalt,6.127211255,fragment
mineral,4.048710863,fragment
mineral,9.637044735,fragment
mineral,7.480126163,fragment
tire wear & asphalt,4.94674532,fragment
mineral,7.159968771,fragment
mineral,2.507058877,fragment
mineral,2.534746285,fragment
mineral,10.34801438,fragment
mineral,7.123303165,fragment
mineral,4.800188461,fragment
mineral,5.107922675,fragment
tire wear & asphalt,8.373700959,fragment
mineral,4.008495794,fragment
mineral,2.603173001,fragment
mineral,4.276299443,fragment
mineral,12.53425046,fragment
mineral,5.62494515,fragment
mineral,2.815488579,fragment
mineral,11.98249363,fragment
organic,3.015394405,fragment
tire wear & asphalt,3.23248165,fragment
mineral,8.166817287,fragment
mineral,2.143046121,fragment
tire wear & asphalt,2.428749307,fragment
mineral,3.941225454,fragment
mineral,5.071337609,fragment
mineral,6.575814141,fragment
mineral,11.52683015,fragment
mineral,6.024858856,fragment
mineral,4.122694958,fragment
mineral,16.23531241,fragment
mineral,2.570764364,fragment
tire wear & asphalt,3.688322038,fragment
mineral,14.28002919,fragment
mineral,3.571797523,fragment
mineral,4.773483571,fragment
mineral,9.395720351,fragment
mineral,7.086273131,fragment
mineral,19.58641797,fragment
tire wear & asphalt,2.437723627,fragment
mineral,3.698797189,fragment
mineral,2.282028308,fragment
mineral,2.782829067,fragment
mineral,17.11218633,fragment
mineral,4.431596822,fragment
mineral,4.359091396,fragment
mineral,2.769137602,fragment
mineral,10.4148122,fragment
mineral,6.715147008,fragment
mineral,2.976232395,fragment
mineral,19.46681466,fragment
mineral,9.815484321,fragment
mineral,2.24168246,fragment
mineral,3.533803867,fragment
metallic,2.464727378,fragment
mineral,3.544199637,fragment
mineral,3.466507755,fragment
mineral,7.816048093,fragment
mineral,2.68696581,fragment
mineral,6.642385903,fragment
mineral,12.12639652,fragment
mineral,6.022655584,fragment
mineral,4.960839979,fragment
mineral,2.643533527,fragment
mineral,11.25183387,fragment
mineral,3.236834297,fragment
mineral,6.948574146,fragment
mineral,6.526388263,fragment
mineral,10.10127734,fragment
mineral,3.024639874,fragment
mineral,4.747930017,fragment
mineral,3.083990971,fragment
mineral,6.339275632,fragment
tire wear & asphalt,8.15200831,fragment
mineral,7.112348249,fragment
mineral,5.910032719,fragment
mineral,3.718563346,fragment
mineral,2.807304478,fragment
mineral,5.501268755,fragment
mineral,2.258864051,fragment
mineral,5.90104036,fragment
mineral,4.209557793,fragment
mineral,4.532915187,fragment
mineral,15.98643614,fragment
mineral,2.673576009,fragment
mineral,11.22909138,fragment
mineral,5.752071844,fragment
mineral,2.671969646,fragment
mineral,5.819292866,fragment
tire wear & asphalt,3.998315674,fragment
mineral,3.578673078,fragment
mineral,2.08195972,fragment
mineral,2.669231683,fragment
mineral,3.237996587,fragment
mineral,5.716224589,fragment
tire wear & asphalt,4.751400621,fragment
mineral,5.433382531,fragment
mineral,2.124030873,fragment
mineral,3.161063884,fragment
tire wear & asphalt,2.589220293,fragment
mineral,3.17169163,fragment
mineral,9.069733142,fragment
mineral,3.084487106,fragment
mineral,2.261736826,fragment
mineral,2.650678917,fragment
tire wear & asphalt,2.538584349,fragment
mineral,2.754903041,fragment
mineral,3.171727754,fragment
mineral,3.731905104,fragment
mineral,2.031105841,fragment
mineral,3.193147293,fragment
mineral,15.7073794,fragment
mineral,3.061718629,fragment
mineral,8.546990101,fragment
mineral,3.838555909,fragment
mineral,11.88902966,fragment
mineral,7.411590134,fragment
mineral,19.98051506,fragment
tire wear & asphalt,2.073344334,fragment
tire wear & asphalt,4.628282341,fragment
mineral,3.774340507,fragment
mineral,2.709930083,fragment
tire wear & asphalt,2.064643897,fragment
mineral,5.658188068,fragment
mineral,2.307496046,fragment
mineral,2.933740821,fragment
mineral,4.294131628,fragment
mineral,3.885020983,fragment
mineral,5.868515125,fragment
tire wear & asphalt,6.070132586,fragment
mineral,4.860671794,fragment
tire wear & asphalt,2.030168241,fragment
mineral,2.819898281,fragment
mineral,8.121384722,fragment
mineral,2.458252663,fragment
mineral,4.053526604,fragment
mineral,2.599672074,fragment
mineral,4.219202439,fragment
mineral,5.110456715,fragment
mineral,4.497328077,fragment
mineral,3.483792614,fragment
mineral,3.329093023,fragment
mineral,9.067131207,fragment
mineral,2.162556792,fragment
mineral,8.709210398,fragment
metallic,4.072441535,fragment
mineral,3.498912811,fragment
mineral,13.94917617,fragment
mineral,8.834636234,fragment
mineral,7.792951622,fragment
mineral,8.484395423,fragment
mineral,12.51866888,fragment
mineral,4.299850644,fragment
mineral,2.09333576,fragment
mineral,7.174935004,fragment
mineral,7.651825038,fragment
mineral,2.353472109,fragment
mineral,5.357920493,fragment
mineral,3.059638937,fragment
mineral,16.10902977,fragment
mineral,12.88221285,fragment
mineral,2.237398735,fragment
mineral,8.950825159,fragment
mineral,2.641542779,fragment
tire wear & asphalt,2.018292582,fragment
mineral,2.718916804,fragment
mineral,9.694069734,fragment
mineral,2.980718729,fragment
tire wear & asphalt,11.33720691,fragment
mineral,8.457521146,fragment
mineral,2.11221195,fragment
mineral,10.60571502,fragment
mineral,4.615839761,fragment
mineral,3.894586601,fragment
mineral,5.663624387,fragment
mineral,2.072691783,fragment
mineral,12.23176286,fragment
mineral,5.115720834,fragment
mineral,5.419040742,fragment
tire wear & asphalt,10.09950566,fragment
tire wear & asphalt,3.80674765,fragment
tire wear & asphalt,2.581837075,fragment
mineral,5.953094598,fragment
mineral,2.279363195,fragment
mineral,4.952040329,fragment
mineral,2.321708615,fragment
mineral,4.440997316,fragment
mineral,5.089592573,fragment
tire wear & asphalt,2.864516974,fragment
mineral,4.036232202,fragment
mineral,19.08086735,fragment
mineral,6.993524353,fragment
tire wear & asphalt,2.741034083,fragment
mineral,8.700334572,fragment
mineral,3.062464038,fragment
mineral,3.454223322,fragment
mineral,2.141864534,fragment
tire wear & asphalt,3.258099551,fragment
mineral,3.763176102,fragment
mineral,17.23709276,fragment
mineral,9.461847591,fragment
mineral,2.629052337,fragment
mineral,7.205063207,fragment
mineral,5.617021004,fragment
mineral,2.936617,fragment
mineral,17.05500418,fragment
mineral,2.817554717,fragment
mineral,9.470574423,fragment
mineral,3.106763857,fragment
tire wear & asphalt,2.391590146,fragment
mineral,4.902759462,fragment
tire wear & asphalt,3.748020817,fragment
mineral,19.68878152,fragment
mineral,11.82263616,fragment
mineral,3.386371141,fragment
mineral,13.3885487,fragment
mineral,10.75176491,fragment
mineral,2.305314756,fragment
mineral,19.68398925,fragment
mineral,3.790482994,fragment
mineral,16.34171077,fragment
mineral,3.712461667,fragment
mineral,3.215574924,fragment
mineral,4.871020813,fragment
mineral,2.276943376,fragment
mineral,3.151698772,fragment
mineral,9.411430452,fragment
tire wear & asphalt,2.062340366,fragment
mineral,2.065958816,fragment
mineral,5.114989557,fragment
metallic,2.955850205,fragment
mineral,3.60634882,fragment
mineral,2.820481478,fragment
mineral,6.343793857,fragment
mineral,2.346221082,fragment
mineral,9.099787811,fragment
mineral,5.888480473,fragment
mineral,14.60304733,fragment
mineral,2.138359673,fragment
mineral,8.594539376,fragment
mineral,6.55522663,fragment
mineral,3.227635341,fragment
tire wear & asphalt,2.318034099,fragment
mineral,12.41646436,fragment
mineral,2.714256391,fragment
mineral,4.056833332,fragment
mineral,11.71516341,fragment
mineral,3.883164445,fragment
mineral,5.245824779,fragment
mineral,11.03194277,fragment
mineral,4.71206501,fragment
mineral,4.523056267,fragment
tire wear & asphalt,9.389544425,fragment
mineral,8.694454674,fragment
tire wear & asphalt,2.83752175,fragment
mineral,11.02390549,fragment
mineral,4.10728935,fragment
paint,13.56991736,film
mineral,2.639866355,fragment
mineral,10.55374353,fragment
organic,3.598220277,fragment
tire wear & asphalt,5.324454886,fragment
organic,4.242318883,fragment
mineral,4.160138774,fragment
mineral,2.195691077,fragment
mineral,13.57510705,fragment
mineral,2.412947034,fragment
mineral,7.656962752,fragment
mineral,3.613528992,fragment
mineral,2.998390028,fragment
mineral,2.637139095,fragment
mineral,13.8557876,fragment
mineral,9.174960216,fragment
mineral,8.5379517,fragment
tire wear & asphalt,11.57994484,fragment
paint,11.67532027,film
mineral,2.253382562,fragment
mineral,4.756425336,fragment
paint,5.96296247,film
mineral,3.46473627,fragment
mineral,14.49136551,fragment
mineral,8.881452912,fragment
mineral,17.92773914,fragment
mineral,4.055871772,fragment
tire wear & asphalt,2.256997931,fragment
mineral,6.169391346,fragment
mineral,15.14733955,fragment
mineral,2.065057388,fragment
mineral,5.788476374,fragment
mineral,11.35073527,fragment
metallic,3.72900756,fragment
mineral,2.636874298,fragment
mineral,2.302350675,fragment
mineral,5.190019027,fragment
tire wear & asphalt,3.004247451,fragment
tire wear & asphalt,2.161014004,fragment
mineral,2.13628,fragment
mineral,17.97649498,fragment
mineral,3.350024924,fragment
mineral,8.315718718,fragment
mineral,7.138855037,fragment
mineral,5.019333549,fragment
tire wear & asphalt,13.73216293,fragment
