polymer,length_um,morphology
tire wear & asphalt,2.63417471,fragment
mineral,2.802702342,fragment
tire wear & asphalt,4.7235951,fragment
mineral,16.65292123,fragment
mineral,2.242524872,fragment
tire wear & asphalt,3.020226783,fragment
mineral,2.587338116,fragment
mineral,9.769146923,fragment
mineral,6.265561559,fragment
tire wear & asphalt,11.81091895,fragment
mineral,6.625657574,fragment
mineral,11.26624295,fragment
mineral,14.39002929,fragment
mineral,7.450187058,fragment
tire wear & asphalt,2.746552277,fragment
mineral,3.605862799,fragment
mineral,2.567033481,fragment
tire wear & asphalt,4.946324345,fragment
mineral,2.255315503,fragment
tire wear & asphalt,3.589949222,fragment
tire wear & asphalt,6.743379752,fragment
mineral,2.242101954,fragment
mineral,16.33260791,fragment
tire wear & asphalt,8.3379113,fragment
mineral,2.050552131,fragment
mineral,4.140687765,fragment
mineral,7.273551848,fragment
mineral,2.482574343,fragment
mineral,4.759011522,fragment
mineral,3.938126628,fragment
tire wear & asphalt,2.965832693,fragment
mineral,11.80425124,fragment
mineral,2.105697101,fragment
mineral,10.69866281,fragment
tire wear & asphalt,3.505866146,fragment
mineral,6.144124778,fragment
paint,7.931919596,film
mineral,4.69197219,fragment
tire wear & asphalt,4.190346999,fragment
mineral,7.839459814,fragment
mineral,3.228899328,fragment
mineral,3.484209765,fragment
tire wear & asphalt,2.717196301,fragment
tire wear & asphalt,5.07700535,fragment
mineral,6.84195557,fragment
tire wear & asphalt,6.645869558,fragment
mineral,2.380873577,fragment
tire wear & asphalt,3.843614791,fragment
mineral,5.149738187,fragment
mineral,10.64358581,fragment
mineral,4.85733372,fragment
mineral,5.691168504,fragment
mineral,5.001603874,fragment
tire wear & asphalt,5.254743111,fragment
tire wear & asphalt,4.296262897,fragment
mineral,2.246706676,fragment
tire wear & asphalt,2.329575537,fragment
tire wear & asphalt,4.260415781,fragment
mineral,16.03474829,fragment
mineral,5.623525919,fragment
mineral,10.44612645,fragment
mineral,4.534347257,fragment
mineral,4.135644623,fragment
mineral,2.263578838,fragment
tire wear & asphalt,6.789888121,fragment
mineral,8.766701281,fragment
mineral,13.03159815,fragment
mineral,2.261447776,fragment
organic,3.129059763,fragment
metallic,7.865971062,fragment
mineral,11.18397382,fragment
mineral,3.185726167,fragment
mineral,7.136610565,fragment
mineral,2.078024249,fragment
organic,2.284953744,fragment
mineral,2.738859575,fragment
mineral,2.894076058,fragment
mineral,2.706066237,fragment
mineral,2.743872648,fragment
metallic,3.090529825,fragment
mineral,4.24623917,fragment
mineral,3.179902478,fragment
mineral,4.400658963,fragment
mineral,13.02457728,fragment
tire wear & asphalt,2.955347203,fragment
mineral,3.151064717,fragment
mineral,8.751156065,fragment
mineral,2.87296923,fragment
tire wear & asphalt,5.621617706,fragment
metallic,8.411806327,fragment
mineral,12.68429379,fragment
mineral,6.648192576,fragment
mineral,8.934546242,fragment
mineral,3.72591069,fragment
mineral,6.755630616,fragment
mineral,4.8492885,fragment
mineral,2.059509258,fragment
mineral,2.369543852,fragment
mineral,2.198106061,fragment
mineral,2.572443335,fragment
mineral,17.53312908,fragment
mineral,5.799309308,fragment
tire wear & asphalt,2.835112719,fragment
mineral,2.750843733,fragment
mineral,8.962717646,fragment
tire wear & asphalt,14.43442461,fragment
mineral,3.537030398,fragment
mineral,12.21278382,fragment
mineral,9.329576751,fragment
mineral,3.607142366,fragment
mineral,3.372091994,fragment
mineral,8.245503692,fragment
mineral,7.583797961,fragment
mineral,3.989756395,fragment
organic,2.084350764,fragment
mineral,2.502021151,fragment
tire wear & asphalt,2.434988284,fragment
mineral,3.41758336,fragment
mineral,7.95357623,fragment
mineral,3.394075333,fragment
tire wear & asphalt,4.169951103,fragment
mineral,9.97611293,fragment
tire wear & asphalt,6.26314893,fragment
tire wear & asphalt,15.47266808,fragment
mineral,3.652984526,fragment
mineral,8.936145998,fragment
mineral,7.184585369,fragment
mineral,3.33288868,fragment
mineral,7.45087113,fragment
mineral,2.550219094,fragment
tire wear & asphalt,18.63483894,fragment
tire wear & asphalt,3.181836573,fragment
tire wear & asphalt,5.04450329,fragment
mineral,6.33742985,fragment
tire wear & asphalt,4.47711763,fragment
mineral,6.764750885,fragment
mineral,2.176874848,fragment
tire wear & asphalt,13.65653401,fragment
tire wear & asphalt,3.183773238,fragment
mineral,2.273538469,fragment
mineral,16.02209416,fragment
tire wear & asphalt,2.988128566,fragment
mineral,5.122483736,fragment
mineral,2.959496366,fragment
tire wear & asphalt,9.945729157,fragment
mineral,2.141379804,fragment
mineral,4.855169412,fragment
mineral,3.04576467,fragment
mineral,7.394549446,fragment
tire wear & asphalt,5.047086411,fragment
mineral,5.053099204,fragment
mineral,7.142979857,fragment
mineral,2.468423082,fragment
mineral,2.194803636,fragment
metallic,2.069322798,fragment
mineral,13.0767249,fragment
mineral,2.20226808,fragment
mineral,15.89427122,fragment
mineral,9.307494207,fragment
mineral,13.68104796,fragment
mineral,2.34667209,fragment
mineral,5.011120603,fragment
mineral,3.296953424,fragment
mineral,11.70240457,fragment
tire wear & asphalt,3.197135002,fragment
mineral,13.31879195,fragment
mineral,8.251819178,fragment
tire wear & asphalt,6.652425499,fragment
mineral,2.487039335,fragment
mineral,3.498636221,fragment
mineral,2.635829128,fragment
mineral,12.61923446,fragment
mineral,7.107594282,fragment
mineral,5.48080853,fragment
tire wear & asphalt,3.500182396,fragment
tire wear & asphalt,3.174639395,fragment
mineral,2.389706985,fragment
mineral,15.18849108,fragment
mineral,8.129543047,fragment
mineral,2.762234132,fragment
mineral,3.779888558,fragment
mineral,3.175539106,fragment
mineral,2.967003269,fragment
mineral,9.907890676,fragment
mineral,16.02619092,fragment
mineral,4.738121962,fragment
mineral,10.43049332,fragment
mineral,10.20203949,fragment
tire wear & asphalt,6.153163787,fragment
tire wear & asphalt,18.09563778,fragment
mineral,2.591404985,fragment
mineral,2.352663513,fragment
mineral,13.83112878,fragment
tire wear & asphalt,5.787666656,fragment
mineral,2.085889371,fragment
mineral,4.759901856,fragment
mineral,4.035618334,fragment
mineral,2.540161676,fragment
tire wear & asphalt,2.911343735,fragment
mineral,2.852170889,fragment
tire wear & asphalt,5.887883202,fragment
mineral,3.866177033,fragment
mineral,5.674101678,fragment
mineral,7.832705631,fragment
mineral,3.292138244,fragment
mineral,5.267370244,fragment
mineral,13.02777252,fragment
organic,2.093586855,fragment
mineral,4.539644522,fragment
mineral,5.195141231,fragment
mineral,17.06466459,fragment
mineral,3.660231979,fragment
mineral,8.405376028,fragment
mineral,3.022982256,fragment
mineral,2.012647741,fragment
tire wear & asphalt,5.515415456,fragment
mineral,2.991536246,fragment
mineral,12.94040903,fragment
mineral,13.74695206,fragment
mineral,7.87012667,fragment
mineral,9.257631455,fragment
mineral,6.916948683,fragment
mineral,11.09352802,fragment
mineral,2.118931058,fragment
mineral,5.841548942,fragment
mineral,3.258549093,fragment
mineral,6.042109816,fragment
mineral,17.88288566,fragment
mineral,3.911111644,fragment
tire wear & asphalt,2.006535667,fragment
mineral,11.61990685,fragment
tire wear & asphalt,2.786796189,fragment
tire wear & asphalt,6.388136499,fragment
mineral,8.9829555,fragment
mineral,10.64319945,fragment
mineral,6.370398502,fragment
mineral,4.687768781,fragment
mineral,3.778290314,fragment
mineral,17.55770893,fragment
tire wear & asphalt,7.164342828,fragment
tire wear & asphalt,2.07573995,fragment
mineral,2.595301679,fragment
mineral,9.31733231,fragment
tire wear & asphalt,2.063572968,fragment
mineral,3.190120009,fragment
mineral,4.529328508,fragment
mineral,4.03786324,fragment
mineral,2.737492098,fragment
tire wear & asphalt,2.44103656,fragment
mineral,5.443646103,fragment
mineral,5.754159754,fragment
mineral,8.330824619,fragment
mineral,2.123890637,fragment
mineral,16.50649193,fragment
mineral,2.814399083,fragment
mineral,2.370221582,fragment
mineral,2.000379103,fragment
mineral,18.72710139,fragment
tire wear & asphalt,2.435535843,fragment
mineral,4.59779921,fragment
mineral,8.632396262,fragment
mineral,2.012599875,fragment
tire wear & asphalt,3.332061516,fragment
mineral,2.237521236,fragment
mineral,4.021934338,fragment
mineral,6.190213753,fragment
mineral,6.037098705,fragment
mineral,4.991897909,fragment
mineral,2.151931415,fragment
tire wear & asphalt,13.26893997,fragment
mineral,3.159131679,fragment
mineral,3.664465671,fragment
mineral,2.960706434,fragment
mineral,2.585254425,fragment
mineral,2.469292047,fragment
mineral,2.867514913,fragment
tire wear & asphalt,6.970633433,fragment
mineral,12.13340994,fragment
tire wear & asphalt,11.35783384,fragment
tire wear & asphalt,4.451060834,fragment
mineral,5.980000389,fragment
mineral,3.190751543,fragment
mineral,11.80550327,fragment
mineral,4.468526364,fragment
mineral,10.88246502,fragment
mineral,6.895434868,fragment
mineral,14.749324,fragment
mineral,2.297347652,fragment
mineral,8.593255503,fragment
tire wear & asphalt,10.76760326,fragment
tire wear & asphalt,3.358039058,fragment
mineral,11.86355217,fragment
mineral,3.010966689,fragment
mineral,16.65933278,fragment
mineral,8.29900729,fragment
mineral,2.047183257,fragment
mineral,9.181765795,fragment
mineral,3.015243471,fragment
tire wear & asphalt,8.0526165,fragment
mineral,3.345124277,fragment
mineral,5.279508617,fragment
mineral,5.072982336,fragment
tire wear & asphalt,4.480093086,fragment
tire wear & asphalt,3.588941846,fragment
mineral,3.178733576,fragment
mineral,8.071450523,fragment
tire wear & asphalt,2.280951261,fragment
mineral,4.322443303,fragment
mineral,8.5035472,fragment
mineral,2.021788147,fragment
mineral,3.951634568,fragment
mineral,9.887847971,fragment
mineral,2.244513234,fragment
mineral,14.90108249,fragment
tire wear & asphalt,2.553612644,fragment
mineral,7.897527074,fragment
mineral,4.863448817,fragment
tire wear & asphalt,6.648562526,fragment
mineral,9.969766233,fragment
mineral,2.185254643,fragment
paint,2.034040904,film
tire wear & asphalt,3.128927774,fragment
tire wear & asphalt,3.17787691,fragment
mineral,13.15792443,fragment
mineral,8.298342315,fragment
metallic,2.167159754,fragment
mineral,3.494106665,fragment
mineral,9.900048997,fragment
mineral,19.56290488,fragment
mineral,3.733724478,fragment
mineral,4.551805789,fragment
mineral,4.227045653,fragment
tire wear & asphalt,2.099375417,fragment
mineral,3.28789228,fragment
mineral,7.880185151,fragment
tire wear & asphalt,6.145449913,fragment
mineral,3.129253483,fragment
mineral,5.00056981,fragment
mineral,3.567518342,fragment
mineral,9.021275671,fragment
tire wear & asphalt,9.466365147,fragment
tire wear & asphalt,2.439334281,fragment
mineral,5.717611788,fragment
mineral,10.34540287,fragment
tire wear & asphalt,16.14379484,fragment
mineral,3.69335494,fragment
mineral,2.130097284,fragment
tire wear & asphalt,5.418590779,fragment
mineral,3.150079089,fragment
mineral,4.995855933,fragment
mineral,18.16799449,fragment
mineral,3.158846673,fragment
tire wear & asphalt,3.159943208,fragment
mineral,9.578723612,fragment
mineral,2.1712277,fragment
mineral,2.350321408,fragment
mineral,2.974664746,fragment
mineral,5.345940561,fragment
mineral,6.237921913,fragment
mineral,7.635024257,fragment
mineral,7.654842293,fragment
mineral,2.203476017,fragment
mineral,3.252345265,fragment
mineral,3.513167744,fragment
mineral,2.042339832,fragment
mineral,9.966574485,fragment
mineral,4.619611535,fragment
mineral,3.997574143,fragment
mineral,5.782775031,fragment
mineral,13.9210328,fragment
tire wear & asphalt,6.31279717,fragment
mineral,2.990902797,fragment
mineral,5.471755267,fragment
tire wear & asphalt,4.753738465,fragment
mineral,4.186117827,fragment
mineral,2.059132042,fragment
mineral,7.613743936,fragment
mineral,3.403985875,fragment
mineral,17.29223238,fragment
mineral,2.472472252,fragment
mineral,2.76729293,fragment
mineral,3.791165572,fragment
mineral,8.768012296,fragment
tire wear & asphalt,2.656583776,fragment
mineral,2.848141065,fragment
mineral,8.93967428,fragment
mineral,4.120737392,fragment
mineral,7.43816491,fragment
mineral,2.572714173,fragment
mineral,5.62714237,fragment
mineral,2.464066591,fragment
mineral,4.850840184,fragment
tire wear & asphalt,2.579064453,fragment
mineral,2.75280997,fragment
mineral,3.852623993,fragment
mineral,18.50919806,fragment
mineral,2.117546269,fragment
mineral,8.057710883,fragment
tire wear & asphalt,6.226141214,fragment
mineral,13.19625938,fragment
mineral,6.700725975,fragment
mineral,6.502019242,fragment
mineral,3.078109158,fragment
mineral,7.37389001,fragment
mineral,5.359877948,fragment
tire wear & asphalt,2.742805734,fragment
tire wear & asphalt,7.041923227,fragment
mineral,4.971514428,fragment
tire wear & asphalt,4.45479088,fragment
mineral,4.700858428,fragment
mineral,3.010196705,fragment
mineral,3.346658776,fragment
mineral,8.627257324,fragment
mineral,3.540569794,fragment
mineral,5.146218327,fragment
mineral,2.624688164,fragment
tire wear & asphalt,17.31901992,fragment
tire wear & asphalt,10.23181806,fragment
tire wear & asphalt,9.106089111,fragment
mineral,2.920002397,fragment
tire wear & asphalt,3.239909212,fragment
mineral,2.735853081,fragment
tire wear & asphalt,8.570087145,fragment
mineral,4.469424017,fragment
mineral,6.324109822,fragment
mineral,3.013503354,fragment
mineral,19.59037927,fragment
mineral,17.04918337,fragment
mineral,3.103551518,fragment
mineral,10.67631054,fragment
tire wear & asphalt,11.96513003,fragment
mineral,19.1558229,fragment
tire wear & asphalt,2.718458691,fragment
mineral,2.053873894,fragment
tire wear & asphalt,4.67597965,fragment
mineral,16.47315641,fragment
mineral,12.3719049,fragment
mineral,10.09579283,fragment
tire wear & asphalt,3.934782455,fragment
mineral,2.709577916,fragment
mineral,13.61723839,fragment
mineral,2.962127958,fragment
mineral,2.759290297,fragment
mineral,5.257974203,fragment
mineral,2.269712467,fragment
mineral,7.729249387,fragment
mineral,3.427669223,fragment
mineral,2.834821112,fragment
tire wear & asphalt,5.899674088,fragment
mineral,4.514057524,fragment
paint,2.273548131,film
mineral,7.173730811,fragment
mineral,3.14530415,fragment
mineral,15.33348574,fragment
mineral,3.418994095,fragment
mineral,4.679805001,fragment
mineral,2.800651016,fragment
mineral,5.356723095,fragment
tire wear & asphalt,7.565234073,fragment
mineral,2.553710843,fragment
mineral,3.601892886,fragment
mineral,3.090487493,fragment
mineral,7.923090875,fragment
mineral,7.542859198,fragment
mineral,2.534980778,fragment
tire wear & asphalt,3.557755039,fragment
mineral,5.434447426,fragment
mineral,2.982226332,fragment
mineral,7.618395225,fragment
mineral,7.762990851,fragment
mineral,2.547709127,fragment
mineral,3.507284251,fragment
mineral,19.91582154,fragment
tire wear & asphalt,3.382150343,fragment
mineral,11.73739554,fragment
mineral,6.584525394,fragment
tire wear & asphalt,7.64853513,fragment
tire wear & asphalt,14.87731681,fragment
mineral,2.816102729,fragment
mineral,4.119403884,fragment
mineral,2.810190864,fragment
mineral,2.375426245,fragment
mineral,2.333374508,fragment
mineral,10.78312527,fragment
tire wear & asphalt,5.534961201,fragment
mineral,5.474382145,fragment
mineral,3.025254306,fragment
mineral,2.434948118,fragment
tire wear & asphalt,6.525650388,fragment
mineral,2.643329759,fragment
mineral,2.649121224,fragment
mineral,2.080393454,fragment
mineral,2.03833045,fragment
mineral,3.929285797,fragment
tire wear & asphalt,14.33012094,fragment
mineral,7.827993834,fragment
mineral,5.922391238,fragment
mineral,4.158955686,fragment
mineral,13.64868862,fragment
tire wear & asphalt,10.40037924,fragment
mineral,3.379201932,fragment
tire wear & asphalt,2.513906169,fragment
tire wear & asphalt,8.804312935,fragment
mineral,16.29517401,fragment
mineral,2.169666865,fragment
mineral,3.647954388,fragment
mineral,2.521099863,fragment
tire wear & asphalt,3.65786065,fragment
mineral,14.73071963,fragment
mineral,2.915677634,fragment
mineral,2.525267883,fragment
mineral,7.566695356,fragment
mineral,4.071226332,fragment
mineral,16.56396078,fragment
mineral,3.638389981,fragment
mineral,2.12420427,fragment
mineral,3.113895227,fragment
mineral,5.179541449,fragment
mineral,13.09901033,fragment
mineral,15.57676825,fragment
mineral,2.471900393,fragment
mineral,6.065555472,fragment
tire wear & asphalt,3.383870105,fragment
mineral,6.475695545,fragment
mineral,13.96597201,fragment
mineral,4.320627114,fragment
mineral,2.098794075,fragment
mineral,2.887844896,fragment
mineral,7.572885009,fragment
mineral,5.542019604,fragment
mineral,2.186843302,fragment
tire wear & asphalt,2.627893976,fragment
mineral,15.23080658,fragment
mineral,15.89091961,fragment
tire wear & asphalt,2.772312833,fragment
mineral,2.899990897,fragment
mineral,10.17093507,fragment
mineral,2.32109852,fragment
mineral,2.143104316,fragment
mineral,8.005352355,fragment
tire wear & asphalt,11.57998623,fragment
mineral,3.111032135,fragment
tire wear & asphalt,8.471735966,fragment
metallic,2.191716969,fragment
mineral,3.855988023,fragment
mineral,2.078257488,fragment
mineral,2.989030759,fragment
mineral,19.93147964,fragment
mineral,3.146212488,fragment
mineral,8.23818075,fragment
mineral,3.688932132,fragment
mineral,2.195182606,fragment
mineral,2.040777,fragment
mineral,2.34936579,fragment
mineral,2.790299271,fragment
metallic,6.520925223,fragment
mineral,2.715178045,fragment
paint,4.575195658,film
paint,6.057120964,film
mineral,4.290770507,fragment
mineral,3.502723055,fragment
mineral,13.35413554,fragment
mineral,2.933126032,fragment
mineral,2.493284665,fragment
mineral,5.068606546,fragment
organic,4.764273958,fragment
mineral,6.323206573,fragment
mineral,2.083086527,fragment
paint,5.835416486,film
mineral,11.25063269,fragment
tire wear & asphalt,4.598976331,fragment
mineral,3.890410613,fragment
tire wear & asphalt,8.649606788,fragment
mineral,5.305252819,fragment
mineral,3.348659207,fragment
mineral,2.258208363,fragment
mineral,8.984802417,fragment
tire wear & asphalt,8.736332191,fragment
mineral,4.30056682,fragment
mineral,6.412414301,fragment
mineral,4.661196061,fragment
mineral,2.331687666,fragment
mineral,3.988003156,fragment
mineral,4.327922681,fragment
tire wear & asphalt,2.032148087,fragment
mineral,2.282699785,fragment
mineral,2.36368871,fragment
tire wear & asphalt,2.506536371,fragment
mineral,10.65010424,fragment
metallic,8.294082476,fragment
mineral,3.798087205,fragment
mineral,2.503019849,fragment
mineral,2.416152701,fragment
paint,2.280827828,film
tire wear & asphalt,3.880377935,fragment
mineral,19.58781385,fragment
tire wear & asphalt,3.302246657,fragment
mineral,2.33550019,fragment
mineral,2.589286568,fragment
mineral,4.480044769,fragment
tire wear & asphalt,6.252874886,fragment
mineral,3.548426495,fragment
tire wear & asphalt,6.891835727,fragment
mineral,7.075002292,fragment
tire wear & asphalt,2.164235889,fragment
mineral,6.167759445,fragment
mineral,7.385453641,fragment
mineral,18.51892218,fragment
mineral,16.79073926,fragment
mineral,4.400426164,fragment
mineral,4.172456827,fragment
organic,3.013453642,fragment
mineral,2.042143334,fragment
mineral,5.536533292,fragment
mineral,2.170737247,fragment
mineral,3.377616767,fragment
mineral,3.235081412,fragment
mineral,5.598888808,fragment
organic,8.489316953,fragment
mineral,3.091847501,fragment
tire wear & asphalt,8.04084848,fragment
mineral,8.384469801,fragment
mineral,3.092805713,fragment
mineral,2.956178872,fragment
mineral,8.26443422,fragment
mineral,8.528874581,fragment
mineral,3.012467682,fragment
mineral,2.840795431,fragment
tire wear & asphalt,5.432541569,fragment
tire wear & asphalt,7.828151032,fragment
tire wear & asphalt,9.597070766,fragment
tire wear & asphalt,5.559457172,fragment
mineral,4.491685586,fragment
mineral,9.513312932,fragment
mineral,8.123026691,fragment
mineral,2.105995425,fragment
metallic,14.99846894,fragment
mineral,5.275487422,fragment
mineral,10.15542237,fragment
mineral,13.79636332,fragment
tire wear & asphalt,2.856427464,fragment
mineral,3.348125115,fragment
tire wear & asphalt,5.778361842,fragment
mineral,2.789539253,fragment
mineral,9.995737928,fragment
mineral,4.394076221,fragment
mineral,7.227029495,fragment
mineral,2.560767841,fragment
mineral,2.485140128,fragment
tire wear & asphalt,2.286266942,fragment
mineral,7.100393914,fragment
metallic,19.68698478,fragment
mineral,2.424448621,fragment
tire wear & asphalt,10.62477754,fragment
mineral,2.700227328,fragment
tire wear & asphalt,2.444333051,fragment
mineral,3.924640085,fragment
mineral,19.49606347,fragment
mineral,8.740886786,fragment
mineral,17.51519388,fragment
tire wear & asphalt,7.159694068,fragment
mineral,2.379549151,fragment
mineral,8.855285907,fragment
mineral,8.575838943,fragment
mineral,2.641270249,fragment
mineral,2.809828891,fragment
paint,7.376306278,film
mineral,10.22976765,fragment
mineral,4.128115859,fragment
mineral,3.119550893,fragment
mineral,3.717206295,fragment
paint,5.859143005,film
tire wear & asphalt,2.176704758,fragment
mineral,6.93666525,fragment
tire wear & asphalt,2.870718948,fragment
mineral,4.868743149,fragment
tire wear & asphalt,3.330816513,fragment
mineral,4.807331898,fragment
mineral,11.6705329,fragment
tire wear & asphalt,15.46252425,fragment
mineral,8.726781156,fragment
mineral,9.11802491,fragment
tire wear & asphalt,10.92074008,fragment
mineral,6.300790312,fragment
tire wear & asphalt,9.496106983,fragment
mineral,16.11796381,fragment
mineral,3.456017298,fragment
mineral,6.652363308,fragment
mineral,4.495918712,fragment
mineral,5.069103916,fragment
mineral,4.710575943,fragment
mineral,5.158866723,fragment
tire wear & asphalt,18.73892772,fragment
tire wear & asphalt,8.211725734,fragment
mineral,5.916467734,fragment
mineral,5.184456177,fragment
mineral,15.37062532,fragment
mineral,4.666816172,fragment
mineral,11.87178083,fragment
tire wear & asphalt,2.011698014,fragment
mineral,18.10076299,fragment
mineral,3.963745472,fragment
mineral,16.41735386,fragment
mineral,18.34922637,fragment
mineral,2.783109136,fragment
mineral,3.544153187,fragment
mineral,2.699130145,fragment
tire wear & asphalt,4.293429447,fragment
mineral,2.814493728,fragment
tire wear & asphalt,2.131010306,fragment
mineral,3.071704252,fragment
mineral,11.71245832,fragment
tire wear & asphalt,5.464978802,fragment
organic,3.870577498,fragment
mineral,4.640529507,fragment
mineral,3.570662958,fragment
mineral,17.62330779,fragment
tire wear & asphalt,7.001829756,fragment
mineral,2.868916757,fragment
mineral,2.010373909,fragment
tire wear & asphalt,6.080024321,fragment
mineral,2.069390238,fragment
mineral,4.620600693,fragment
mineral,4.755253733,fragment
mineral,9.900702973,fragment
mineral,19.97852616,fragment
mineral,8.312438985,fragment
mineral,4.223801539,fragment
mineral,7.258396775,fragment
mineral,2.841708154,fragment
mineral,11.50190913,fragment
mineral,4.606530428,fragment
mineral,7.536135872,fragment
mineral,9.401019524,fragment
mineral,4.021527192,fragment
mineral,14.56934286,fragment
tire wear & asphalt,3.709124524,fragment
mineral,3.229672689,fragment
mineral,5.98959526,fragment
mineral,4.74235853,fragment
mineral,12.00964033,fragment
mineral,12.28158908,fragment
mineral,2.650683147,fragment
mineral,3.523904298,fragment
mineral,3.228192485,fragment
mineral,2.651646928,fragment
mineral,5.110552297,fragment
mineral,5.511992088,fragment
mineral,3.27824521,fragment
mineral,7.603517323,fragment
mineral,3.418653828,fragment
mineral,3.175663365,fragment
tire wear & asphalt,4.712829863,fragment
mineral,4.896698765,fragment
mineral,2.89088003,fragment
mineral,2.507904893,fragment
tire wear & asphalt,4.000766459,fragment
mineral,2.201731685,fragment
tire wear & asphalt,2.151611996,fragment
mineral,3.060551791,fragment
mineral,3.551937342,fragment
metallic,9.40576549,fragment
tire wear & asphalt,3.190142016,fragment
mineral,5.445132686,fragment
mineral,5.900706642,fragment
tire wear & asphalt,17.29367674,fragment
mineral,2.744160589,fragment
mineral,2.581101345,fragment
mineral,3.998422439,fragment
mineral,2.485444129,fragment
mineral,6.004801981,fragment
tire wear & asphalt,11.56074882,fragment
tire wear & asphalt,5.061934107,fragment
mineral,4.407576351,fragment
tire wear & asphalt,3.525510452,fragment
tire wear & asphalt,2.945327037,fragment
mineral,2.02623522,fragment
mineral,2.256432463,fragment
tire wear & asphalt,7.808074485,fragment
organic,2.373925098,fragment
mineral,2.742493188,fragment
tire wear & asphalt,3.96024026,fragment
tire wear & asphalt,2.198592051,fragment
mineral,2.036435761,fragment
mineral,2.680814111,fragment
mineral,8.619043137,fragment
mineral,3.092628415,fragment
mineral,3.567332198,fragment
tire wear & asphalt,7.11997206,fragment
tire wear & asphalt,3.004148969,fragment
mineral,4.145583412,fragment
mineral,2.544685436,fragment
mineral,9.881541148,fragment
mineral,3.140024562,fragment
mineral,13.54544539,fragment
mineral,2.529093278,fragment
mineral,4.150037773,fragment
mineral,5.483093186,fragment
tire wear & asphalt,9.277304389,fragment
mineral,11.67596053,fragment
metallic,7.751282132,fragment
tire wear & asphalt,8.107301936,fragment
tire wear & asphalt,11.20493024,fragment
mineral,4.274897106,fragment
mineral,2.021937242,fragment
tire wear & asphalt,5.957866378,fragment
mineral,10.68758321,fragment
tire wear & asphalt,6.010562581,fragment
mineral,2.572529542,fragment
mineral,3.565929233,fragment
mineral,5.453870683,fragment
tire wear & asphalt,16.92290352,fragment
organic,6.379853226,fragment
mineral,4.08090194,fragment
tire wear & asphalt,13.49453139,fragment
metallic,2.198056893,fragment
mineral,7.690287034,fragment
mineral,2.797751898,fragment
mineral,6.159112671,fragment
mineral,4.762657169,fragment
mineral,2.736531712,fragment
