polymer,length_um,morphology
mineral,86.43534594,fragment
mineral,33.65693247,fragment
mineral,22.93072927,fragment
organic,28.70862846,fragment
mineral,57.97495079,fragment
mineral,37.8059469,fragment
mineral,71.74649756,fragment
tire wear,21.00241831,fragment
asphalt,66.63685569,fragment
mineral,36.87746806,fragment
mineral,30.63363969,fragment
tire wear,28.04202972,fragment
mineral,95.88199898,fragment
mineral,75.6699689,fragment
mineral,76.41060938,fragment
mineral,44.44441595,fragment
mineral,26.06828358,fragment
mineral,23.33721979,fragment
organic,40.46658614,fragment
tire wear,27.79834556,fragment
mineral,74.8204638,fragment
mineral,38.419612,fragment
mineral,49.05485246,fragment
tire wear,53.4301299,fragment
mineral,24.50631329,fragment
mineral,72.70546918,fragment
mineral,41.71255399,fragment
mineral,41.95055643,fragment
mineral,21.89053548,fragment
tire wear,48.17138532,fragment
mineral,36.65297202,fragment
mineral,20.36293025,fragment
tire wear,38.1491642,fragment
mineral,99.52203755,fragment
mineral,58.23895491,fragment
mineral,49.01473372,fragment
mineral,25.25537471,fragment
mineral,32.80798426,fragment
mineral,24.83498361,fragment
mineral,65.83186689,fragment
mineral,62.36671723,fragment
mineral,23.7107614,fragment
mineral,87.83632814,fragment
mineral,61.68023867,fragment
mineral,27.83088086,fragment
tire wear,33.65455043,fragment
mineral,28.76230074,fragment
mineral,22.44041757,fragment
tire wear,37.40875949,fragment
mineral,42.86312275,fragment
asphalt,37.21520046,fragment
mineral,29.78974786,fragment
mineral,28.62853015,fragment
organic,72.14498238,fragment
mineral,63.2337839,fragment
mineral,27.90844096,fragment
mineral,49.55913125,fragment
mineral,23.19308423,fragment
mineral,78.21843668,fragment
mineral,65.46823006,fragment
mineral,29.5049155,fragment
tire wear,22.70693197,fragment
mineral,36.23676651,fragment
mineral,103.4356382,fragment
mineral,81.03252555,fragment
mineral,21.90353535,fragment
tire wear,58.53864557,fragment
mineral,22.72798547,fragment
asphalt,25.91300855,fragment
mineral,30.31360468,fragment
tire wear,49.67438047,fragment
mineral,35.46851793,fragment
mineral,33.83384215,fragment
mineral,23.32651054,fragment
mineral,110.2688718,fragment
mineral,21.12528891,fragment
mineral,46.4684855,fragment
mineral,23.82519022,fragment
mineral,24.19347082,fragment
mineral,24.58271139,fragment
mineral,102.3380975,fragment
mineral,23.6568298,fragment
asphalt,26.02087385,fragment
mineral,23.93532435,fragment
mineral,25.69263142,fragment
tire wear,21.89861299,fragment
mineral,38.5624094,fragment
mineral,119.8496593,fragment
mineral,57.70229735,fragment
mineral,27.49395098,fragment
mineral,31.82301689,fragment
tire wear,29.84285392,fragment
mineral,123.1145924,fragment
mineral,21.67089327,fragment
mineral,44.36209926,fragment
asphalt,86.63908475,fragment
mineral,76.90703424,fragment
mineral,42.18766164,fragment
mineral,33.85710657,fragment
tire wear,57.33742656,fragment
mineral,30.89276634,fragment
asphalt,69.68376458,fragment
mineral,75.47955922,fragment
mineral,25.40251467,fragment
mineral,47.16816169,fragment
mineral,68.79588228,fragment
mineral,22.30986593,fragment
tire wear,33.38496601,fragment
tire wear,31.82196848,fragment
mineral,36.00775823,fragment
mineral,21.88459109,fragment
mineral,67.14485173,fragment
mineral,24.01191985,fragment
mineral,51.40718792,fragment
mineral,23.97042906,fragment
mineral,21.32070899,fragment
tire wear,22.53449833,fragment
tire wear,53.69663515,fragment
tire wear,114.4643083,fragment
asphalt,62.55325325,fragment
tire wear,63.16161884,fragment
mineral,75.63203134,fragment
mineral,41.21016827,fragment
mineral,117.8815291,fragment
mineral,77.17152815,fragment
mineral,122.2413407,fragment
mineral,30.08868097,fragment
tire wear,58.943523,fragment
organic,22.31981819,fragment
mineral,20.79681622,fragment
mineral,41.04863254,fragment
mineral,79.44928356,fragment
asphalt,86.77366307,fragment
mineral,62.48492513,fragment
mineral,26.18927614,fragment
mineral,37.65679117,fragment
tire wear,29.63529609,fragment
mineral,73.34008649,fragment
mineral,31.50922765,fragment
mineral,31.56149522,fragment
mineral,57.24378196,fragment
mineral,80.71599283,fragment
tire wear,51.03709793,fragment
mineral,39.98215555,fragment
tire wear,20.15292744,fragment
mineral,79.69286555,fragment
mineral,118.9130725,fragment
mineral,20.71894638,fragment
mineral,99.01472475,fragment
mineral,27.67651804,fragment
mineral,20.95861495,fragment
mineral,64.41099763,fragment
tire wear,28.26362972,fragment
asphalt,64.9348849,fragment
mineral,108.3668061,fragment
asphalt,47.13036534,fragment
mineral,122.2754845,fragment
mineral,37.26354479,fragment
mineral,34.45103668,fragment
mineral,27.23172404,fragment
mineral,34.18623794,fragment
tire wear,53.91150866,fragment
mineral,22.56948843,fragment
tire wear,70.3403314,fragment
mineral,31.70741124,fragment
mineral,77.10315302,fragment
asphalt,22.34332559,fragment
tire wear,33.05552028,fragment
asphalt,53.09288455,fragment
mineral,59.80448661,fragment
mineral,33.68891079,fragment
mineral,88.22868807,fragment
tire wear,64.2671975,fragment
organic,42.79246324,fragment
mineral,39.11141344,fragment
asphalt,47.04800936,fragment
mineral,28.51355996,fragment
paint,36.13004535,film
tire wear,37.61500914,fragment
tire wear,51.65276845,fragment
tire wear,33.05285046,fragment
tire wear,23.24182376,fragment
tire wear,20.91032095,fragment
mineral,29.21286759,fragment
mineral,25.54491678,fragment
tire wear,32.16500717,fragment
mineral,21.09566454,fragment
mineral,29.48942612,fragment
mineral,32.51585094,fragment
mineral,22.01583742,fragment
mineral,38.66945801,fragment
mineral,28.16942085,fragment
asphalt,32.8775894,fragment
tire wear,26.84972146,fragment
mineral,27.71537955,fragment
mineral,36.77084273,fragment
mineral,54.74629173,fragment
mineral,35.74883082,fragment
mineral,51.67354691,fragment
mineral,84.53250617,fragment
mineral,42.16488871,fragment
mineral,69.25366721,fragment
tire wear,27.48260883,fragment
mineral,31.64484877,fragment
mineral,89.53762131,fragment
tire wear,74.15740315,fragment
mineral,103.0895945,fragment
mineral,22.2208148,fragment
mineral,20.41822723,fragment
mineral,26.58900409,fragment
mineral,118.052371,fragment
mineral,66.32321329,fragment
tire wear,101.4902204,fragment
tire wear,26.1649005,fragment
mineral,104.7405375,fragment
asphalt,93.68925728,fragment
mineral,22.71745869,fragment
mineral,74.16425623,fragment
mineral,57.0545319,fragment
mineral,41.71265009,fragment
mineral,46.30295343,fragment
mineral,67.35439704,fragment
asphalt,108.4770366,fragment
mineral,24.84724371,fragment
mineral,53.98256963,fragment
tire wear,23.35911105,fragment
mineral,33.71529706,fragment
mineral,48.43485684,fragment
mineral,24.846581,fragment
mineral,45.59865085,fragment
asphalt,44.6182529,fragment
mineral,20.0517803,fragment
tire wear,55.17766577,fragment
mineral,24.16591135,fragment
mineral,23.85982202,fragment
mineral,107.3194613,fragment
tire wear,23.35427683,fragment
mineral,70.21635446,fragment
mineral,48.87011199,fragment
tire wear,77.2297744,fragment
mineral,20.95230075,fragment
mineral,46.66630972,fragment
mineral,44.38296551,fragment
mineral,24.98833275,fragment
tire wear,73.4116237,fragment
mineral,21.14178151,fragment
mineral,25.54238436,fragment
mineral,86.73969853,fragment
mineral,21.20357321,fragment
mineral,25.73061337,fragment
tire wear,37.32628398,fragment
mineral,23.49983974,fragment
mineral,28.3901083,fragment
mineral,21.30869848,fragment
mineral,35.96173624,fragment
mineral,23.5802067,fragment
mineral,22.451333,fragment
mineral,67.11300115,fragment
mineral,101.1544559,fragment
mineral,51.27063255,fragment
mineral,76.71814292,fragment
mineral,34.47587665,fragment
mineral,40.39247494,fragment
mineral,31.30858445,fragment
mineral,25.72155378,fragment
mineral,34.69135317,fragment
tire wear,33.41127421,fragment
mineral,38.6759247,fragment
mineral,26.07312682,fragment
organic,29.10554825,fragment
mineral,40.7565012,fragment
tire wear,27.69472445,fragment
mineral,33.38405326,fragment
mineral,35.10964889,fragment
asphalt,35.29288361,fragment
mineral,22.73940877,fragment
mineral,29.96468486,fragment
mineral,112.4023531,fragment
mineral,66.72585564,fragment
mineral,74.0757163,fragment
mineral,74.63944366,fragment
mineral,88.65064415,fragment
mineral,112.4693461,fragment
mineral,31.66948642,fragment
mineral,25.48324098,fragment
mineral,27.70730058,fragment
mineral,39.75594746,fragment
tire wear,25.95783219,fragment
tire wear,52.64785254,fragment
mineral,94.21846795,fragment
asphalt,57.22689403,fragment
organic,23.44522673,fragment
mineral,20.45130074,fragment
mineral,57.8386221,fragment
mineral,72.32385467,fragment
mineral,83.71813382,fragment
mineral,45.69426356,fragment
mineral,25.5778073,fragment
organic,44.34480271,fragment
tire wear,33.87823158,fragment
tire wear,25.93169295,fragment
tire wear,33.16073766,fragment
mineral,27.10056115,fragment
mineral,26.25518694,fragment
mineral,27.50232613,fragment
mineral,67.28614392,fragment
mineral,32.67144957,fragment
mineral,29.52125126,fragment
mineral,22.49031398,fragment
mineral,26.94061409,fragment
mineral,26.58759142,fragment
mineral,34.66011258,fragment
mineral,46.79714408,fragment
asphalt,54.57962163,fragment
mineral,36.41940306,fragment
mineral,21.56519742,fragment
mineral,25.10332282,fragment
mineral,83.65220545,fragment
mineral,64.55845531,fragment
asphalt,42.5134496,fragment
mineral,83.79497687,fragment
mineral,54.62220179,fragment
mineral,54.40110283,fragment
mineral,26.10698118,fragment
mineral,21.14231606,fragment
asphalt,31.65970676,fragment
organic,35.12892003,fragment
mineral,58.91060134,fragment
tire wear,72.46625641,fragment
mineral,67.98821077,fragment
mineral,20.12744867,fragment
mineral,27.27742955,fragment
mineral,36.55413253,fragment
asphalt,39.49552189,fragment
mineral,28.20178006,fragment
mineral,64.97009648,fragment
mineral,50.35259012,fragment
mineral,124.4026098,fragment
asphalt,33.48951816,fragment
mineral,71.67442422,fragment
mineral,77.72253033,fragment
mineral,54.08608283,fragment
mineral,27.59395671,fragment
mineral,33.88632848,fragment
mineral,20.80543048,fragment
tire wear,44.92059867,fragment
mineral,36.59560235,fragment
asphalt,78.04831102,fragment
mineral,50.54239489,fragment
mineral,67.96036665,fragment
mineral,41.15368534,fragment
mineral,47.66379599,fragment
mineral,40.85031137,fragment
mineral,46.71032453,fragment
mineral,45.73416223,fragment
mineral,87.26481029,fragment
tire wear,31.91601389,fragment
mineral,28.27679133,fragment
asphalt,23.09124208,fragment
mineral,25.81643569,fragment
mineral,46.78416661,fragment
mineral,22.83960261,fragment
mineral,38.75105111,fragment
mineral,99.20037815,fragment
mineral,31.75454867,fragment
mineral,24.77263325,fragment
mineral,100.0593412,fragment
mineral,21.82152148,fragment
mineral,20.86098915,fragment
mineral,22.61177028,fragment
mineral,67.25331169,fragment
mineral,122.2745622,fragment
mineral,28.56951186,fragment
tire wear,36.50040385,fragment
tire wear,27.65550273,fragment
mineral,37.47026785,fragment
mineral,70.64593537,fragment
mineral,50.05226071,fragment
mineral,20.96454297,fragment
mineral,56.98996984,fragment
mineral,46.04223586,fragment
mineral,27.52839421,fragment
tire wear,49.28293833,fragment
mineral,94.02022784,fragment
mineral,28.90561092,fragment
mineral,23.38817973,fragment
asphalt,89.43233094,fragment
mineral,35.4520889,fragment
mineral,22.02571337,fragment
mineral,33.8365668,fragment
mineral,32.74782368,fragment
mineral,32.01520297,fragment
mineral,103.0396326,fragment
mineral,66.39001585,fragment
mineral,42.00215591,fragment
mineral,71.94024498,fragment
tire wear,32.80237785,fragment
tire wear,22.33655653,fragment
mineral,27.09627621,fragment
mineral,36.75449445,fragment
mineral,51.5036681,fragment
asphalt,52.60001005,fragment
mineral,84.16291753,fragment
tire wear,20.21657618,fragment
mineral,88.87327229,fragment
mineral,32.55283062,fragment
mineral,118.5690664,fragment
asphalt,32.07031868,fragment
mineral,64.09333227,fragment
mineral,36.75652872,fragment
mineral,108.2348344,fragment
mineral,87.557413,fragment
mineral,71.77228756,fragment
mineral,74.03206914,fragment
mineral,75.08319384,fragment
mineral,54.36631185,fragment
mineral,71.68958863,fragment
mineral,33.38146311,fragment
asphalt,104.1736428,fragment
mineral,66.15504921,fragment
asphalt,23.9295118,fragment
mineral,41.94052811,fragment
mineral,86.4700504,fragment
tire wear,106.2636752,fragment
mineral,21.94233536,fragment
asphalt,123.3677914,fragment
asphalt,25.10899326,fragment
mineral,20.52243341,fragment
asphalt,26.67452235,fragment
mineral,51.74301321,fragment
mineral,30.32236505,fragment
mineral,72.72720816,fragment
mineral,39.46789645,fragment
mineral,81.73888581,fragment
mineral,28.30040223,fragment
mineral,29.19102493,fragment
mineral,52.23906642,fragment
mineral,22.99158167,fragment
mineral,89.90544772,fragment
mineral,40.44983197,fragment
mineral,24.92961012,fragment
mineral,35.75828859,fragment
tire wear,28.70059355,fragment
mineral,50.64002989,fragment
mineral,85.46162158,fragment
tire wear,22.83524912,fragment
mineral,54.77165322,fragment
mineral,90.86830176,fragment
mineral,46.27939162,fragment
mineral,68.88475262,fragment
mineral,79.2618409,fragment
mineral,119.7737113,fragment
mineral,51.20458431,fragment
mineral,20.52917681,fragment
mineral,48.08410049,fragment
mineral,92.61506923,fragment
mineral,84.3801732,fragment
mineral,50.29018273,fragment
mineral,22.26890322,fragment
asphalt,93.45125717,fragment
mineral,33.74193474,fragment
tire wear,63.58065404,fragment
mineral,103.9497114,fragment
mineral,121.4965797,fragment
tire wear,27.0689189,fragment
mineral,21.90090334,fragment
asphalt,22.07873446,fragment
mineral,31.33007429,fragment
mineral,25.97686543,fragment
mineral,70.09827256,fragment
mineral,28.39114695,fragment
mineral,20.30826467,fragment
mineral,124.8753714,fragment
asphalt,25.90615848,fragment
mineral,28.03917201,fragment
mineral,45.16639421,fragment
mineral,84.82632987,fragment
asphalt,32.6946385,fragment
asphalt,30.68708898,fragment
mineral,21.26541638,fragment
mineral,52.06502345,fragment
mineral,87.01302897,fragment
mineral,87.47810957,fragment
mineral,56.91885007,fragment
mineral,27.62206766,fragment
mineral,121.6433725,fragment
mineral,45.57693992,fragment
asphalt,44.24851799,fragment
mineral,22.59951285,fragment
mineral,35.27551404,fragment
mineral,115.0520617,fragment
mineral,22.35782097,fragment
mineral,26.12743469,fragment
mineral,48.39908702,fragment
mineral,63.81929608,fragment
mineral,64.91157051,fragment
mineral,100.9465429,fragment
tire wear,82.67545035,fragment
mineral,43.67803238,fragment
mineral,25.42986667,fragment
mineral,48.93138784,fragment
organic,74.27287058,fragment
asphalt,23.7624318,fragment
mineral,25.03280097,fragment
mineral,46.22189722,fragment
mineral,21.77910034,fragment
mineral,44.48308168,fragment
mineral,70.05063462,fragment
mineral,68.13643094,fragment
mineral,24.88093377,fragment
mineral,24.69084544,fragment
mineral,34.99260441,fragment
tire wear,59.19853418,fragment
metallic,104.2548065,fragment
mineral,37.53537748,fragment
mineral,78.06391195,fragment
mineral,23.5119445,fragment
mineral,27.94631622,fragment
mineral,56.0499783,fragment
mineral,26.1051516,fragment
mineral,21.28776408,fragment
tire wear,73.68176413,fragment
mineral,31.61347959,fragment
mineral,64.13257039,fragment
mineral,38.47829187,fragment
mineral,30.75810083,fragment
mineral,94.3520033,fragment
mineral,96.7999356,fragment
mineral,45.18206502,fragment
mineral,35.95340254,fragment
mineral,25.27779661,fragment
mineral,27.34226127,fragment
mineral,57.47304506,fragment
mineral,57.76759069,fragment
mineral,67.36442428,fragment
mineral,34.75870382,fragment
mineral,24.25476786,fragment
mineral,50.1870468,fragment
mineral,31.5168913,fragment
mineral,63.83492341,fragment
asphalt,48.78295705,fragment
mineral,23.69034254,fragment
mineral,24.49518834,fragment
tire wear,64.70387335,fragment
mineral,64.06397284,fragment
mineral,31.03363286,fragment
mineral,67.65394078,fragment
mineral,26.31736395,fragment
mineral,29.3715839,fragment
mineral,67.85230406,fragment
tire wear,28.32507573,fragment
mineral,24.65776792,fragment
mineral,44.79278982,fragment
mineral,29.72940684,fragment
mineral,23.22932119,fragment
mineral,96.33397304,fragment
mineral,37.00877276,fragment
mineral,89.37685275,fragment
mineral,79.13387156,fragment
mineral,61.92327357,fragment
mineral,87.89706091,fragment
mineral,43.29973971,fragment
mineral,70.47170601,fragment
mineral,22.59539179,fragment
mineral,86.30876406,fragment
mineral,121.8019659,fragment
mineral,95.96524035,fragment
mineral,90.61723438,fragment
mineral,26.79432352,fragment
mineral,77.87937521,fragment
mineral,39.06253393,fragment
tire wear,31.41743448,fragment
mineral,58.43715487,fragment
mineral,44.68054657,fragment
mineral,21.9770914,fragment
tire wear,33.45304912,fragment
mineral,30.80034994,fragment
mineral,64.26478503,fragment
mineral,34.40654826,fragment
mineral,66.24103071,fragment
mineral,44.44339146,fragment
mineral,116.5517986,fragment
mineral,25.82005377,fragment
asphalt,26.51340881,fragment
asphalt,34.6616968,fragment
mineral,35.34878593,fragment
mineral,33.42975399,fragment
mineral,105.7162378,fragment
mineral,28.17064891,fragment
mineral,100.5517575,fragment
mineral,55.65953466,fragment
asphalt,80.50387485,fragment
mineral,118.4316336,fragment
mineral,22.44491055,fragment
mineral,61.46739996,fragment
mineral,28.48914239,fragment
mineral,47.20254377,fragment
mineral,91.88665424,fragment
mineral,28.85266815,fragment
tire wear,22.49013475,fragment
mineral,93.27797769,fragment
mineral,30.55296043,fragment
mineral,60.36579985,fragment
mineral,23.33863677,fragment
mineral,32.64440372,fragment
mineral,71.3889205,fragment
mineral,50.06143805,fragment
mineral,34.45211696,fragment
mineral,73.13753169,fragment
asphalt,31.85219764,fragment
mineral,23.99117542,fragment
tire wear,65.36107989,fragment
mineral,90.87423131,fragment
mineral,27.44926232,fragment
tire wear,93.11286834,fragment
tire wear,55.02280259,fragment
mineral,98.55365229,fragment
tire wear,28.60143898,fragment
mineral,78.50912072,fragment
mineral,118.7488468,fragment
mineral,107.2255097,fragment
mineral,31.65317112,fragment
asphalt,33.87459239,fragment
mineral,115.027311,fragment
mineral,48.45687106,fragment
asphalt,40.58463909,fragment
mineral,116.4007484,fragment
tire wear,27.59850132,fragment
tire wear,38.84899899,fragment
mineral,20.46554076,fragment
mineral,21.83345393,fragment
mineral,41.98773022,fragment
mineral,41.37004356,fragment
mineral,26.3636876,fragment
tire wear,63.38903122,fragment
mineral,48.42645993,fragment
mineral,31.95029148,fragment
mineral,22.13647737,fragment
mineral,26.91268659,fragment
mineral,44.08353464,fragment
mineral,38.43454366,fragment
mineral,63.00129102,fragment
tire wear,31.31752746,fragment
mineral,33.6047007,fragment
mineral,28.10392277,fragment
mineral,31.86255703,fragment
mineral,83.66346552,fragment
mineral,49.58077324,fragment
asphalt,26.26844327,fragment
mineral,29.53296766,fragment
mineral,42.2085512,fragment
asphalt,34.14647765,fragment
mineral,57.25726951,fragment
mineral,60.02237439,fragment
mineral,56.94044247,fragment
asphalt,99.86707526,fragment
mineral,21.24043963,fragment
tire wear,22.88896391,fragment
tire wear,25.24108495,fragment
mineral,75.93192625,fragment
mineral,26.7247883,fragment
mineral,26.61783748,fragment
tire wear,119.139606,fragment
mineral,34.96410628,fragment
mineral,24.72941827,fragment
mineral,33.69491071,fragment
mineral,20.86973322,fragment
mineral,63.80932133,fragment
mineral,54.34157655,fragment
tire wear,64.17743343,fragment
mineral,34.41082942,fragment
mineral,49.51576736,fragment
mineral,26.76345818,fragment
mineral,63.59145544,fragment
mineral,29.92911215,fragment
tire wear,21.63314699,fragment
mineral,35.24462145,fragment
tire wear,33.916677,fragment
mineral,122.0035082,fragment
mineral,93.91655111,fragment
mineral,28.52284825,fragment
mineral,66.04734797,fragment
mineral,21.64395315,fragment
mineral,24.53444801,fragment
mineral,81.32614879,fragment
mineral,25.51956152,fragment
mineral,27.11539069,fragment
mineral,28.2512365,fragment
mineral,26.83825659,fragment
asphalt,33.8752627,fragment
mineral,32.6040646,fragment
mineral,48.89020055,fragment
mineral,98.27770718,fragment
mineral,120.4243886,fragment
mineral,28.65903942,fragment
mineral,27.16605894,fragment
tire wear,33.15457116,fragment
mineral,35.51821471,fragment
mineral,26.67141936,fragment
asphalt,34.08228086,fragment
mineral,92.73934318,fragment
mineral,23.06064654,fragment
mineral,25.36040445,fragment
mineral,62.45783919,fragment
mineral,28.34304709,fragment
mineral,26.58862364,fragment
mineral,55.89738079,fragment
mineral,45.05400851,fragment
mineral,21.07007337,fragment
mineral,34.71910755,fragment
mineral,60.82871739,fragment
mineral,37.67069267,fragment
mineral,23.93144133,fragment
mineral,72.64587878,fragment
mineral,27.29297477,fragment
mineral,56.01450076,fragment
asphalt,37.55672129,fragment
mineral,38.58292314,fragment
mineral,42.89914774,fragment
mineral,76.40045659,fragment
mineral,38.08317607,fragment
mineral,46.33468576,fragment
mineral,37.73823661,fragment
mineral,38.91218605,fragment
mineral,73.05053215,fragment
mineral,20.51858369,fragment
mineral,27.83620879,fragment
mineral,33.30339569,fragment
tire wear,27.08801864,fragment
tire wear,39.9601532,fragment
mineral,30.68381804,fragment
mineral,52.46562786,fragment
mineral,48.57959855,fragment
mineral,44.82595748,fragment
asphalt,24.58014337,fragment
mineral,40.30553618,fragment
mineral,35.78291484,fragment
mineral,78.68095254,fragment
tire wear,59.16694017,fragment
mineral,83.59301742,fragment
mineral,23.26523048,fragment
mineral,29.35938526,fragment
mineral,36.93533387,fragment
mineral,27.85189156,fragment
mineral,57.69417042,fragment
mineral,67.43494514,fragment
mineral,89.46163641,fragment
tire wear,42.60457264,fragment
tire wear,84.64790537,fragment
mineral,25.63426418,fragment
mineral,22.88359163,fragment
mineral,73.29896956,fragment
metallic,27.69271819,fragment
mineral,55.00701118,fragment
mineral,21.47118134,fragment
asphalt,50.52437579,fragment
asphalt,20.78711742,fragment
mineral,40.80698692,fragment
mineral,48.96304527,fragment
