"Material","Morphology","Material (Raw Data)","Morphology (Raw Data)","Mass (mg)"
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","lids","plastic","lids",3640
"plastic","cups","plastic","cups",6000
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","bags","plastic","bags",8520
"plastic","other","plastic","other",82500
"plastic","other","plastic","other",82500
"plastic","cups","plastic","cups",6000
"plastic","cups","plastic","cups",6000
"plastic","wrappers","plastic","wrappers",14610
"plastic","wrappers","plastic","wrappers",14610
"plastic","bags","plastic","bags",8520
"plastic","other","plastic","other",82500
"plastic","string","plastic","string",8000
"plastic","hair tie","plastic","hairtie",82500
"plastic","cigarette lighters","plastic","cigarettelighters",82500
"plastic","lolly sticks","plastic","lollysticks",1300
"plastic","personal care products","plastic","personalcareproducts",82500
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","food","plastic","food",29000
"plastic","packaging","plastic","packaging",82500
"plastic","packaging","plastic","packaging",82500
"plastic","packaging","plastic","packaging",82500
"plastic","packaging","plastic","packaging",82500
"plastic","tape","plastic","tape",14610
"metal","other","metal","other",82500
"metal","other","metal","other",82500
